name,latitude,longitude,geometry,Bundesland,Regierungsbezirk,Kreis,Typ
"Vogtlandcamping - Stellplatz & Café ""Schnabberei""",50.316883,12.3149967,POINT (12.3149967 50.316883),Sachsen,Chemnitz,Vogtlandkreis,Landkreise
Berghotel Steiger-Pfötchenurlaub,50.59307,12.63549,POINT (12.63549 50.59307),Sachsen,Chemnitz,Aue-Schwarzenberg,Landkreise
Sportpark Rabenberg e.V.,50.4555053,12.743282,POINT (12.743282 50.4555053),Sachsen,Chemnitz,Aue-Schwarzenberg,Landkreise
Mühlteich,50.62217690000001,12.3982913,POINT (12.3982913 50.62217690000001),Sachsen,Chemnitz,Vogtlandkreis,Landkreise
Wohnmobil- und Caravanplatz Eibenstock,50.5049849,12.5998315,POINT (12.5998315 50.5049849),Sachsen,Chemnitz,Aue-Schwarzenberg,Landkreise
Camping Silberbach,50.6068878,12.6582164,POINT (12.6582164 50.6068878),Sachsen,Chemnitz,Aue-Schwarzenberg,Landkreise
Hammerwerk Schmalzgrube e.V. - Naturherberge mit H-ERZ,50.5245124,13.1338934,POINT (13.1338934 50.5245124),Sachsen,Chemnitz,Annaberg,Landkreise
Ferienpark Seiffen,50.6266602,13.456639,POINT (13.456639 50.6266602),Sachsen,Chemnitz,Mittlerer Erzgebirgskreis,Landkreise
Café - Camping - Wiesenhaus,50.8991828,6.997502400000001,POINT (6.997502400000001 50.8991828),Nordrhein-Westfalen,Köln,Cologne Städte,Kreisfreie Städte
Campingplatz Stadt Köln,50.90278850000001,6.990746099999999,POINT (6.990746099999999 50.90278850000001),Nordrhein-Westfalen,Köln,Cologne Städte,Kreisfreie Städte
simply network informationsmanagement gmbh,50.9371136,6.557509399999999,POINT (6.557509399999999 50.9371136),Nordrhein-Westfalen,Köln,Rhein-Erft-Kreis,Landkreise
Nature moves you,50.62733470000001,6.384705299999998,POINT (6.384705299999998 50.62733470000001),Nordrhein-Westfalen,Köln,Aachen,Landkreise
Zweckverband recreation area Unterbacher See,51.199124,6.885603000000001,POINT (6.885603000000001 51.199124),Nordrhein-Westfalen,Düsseldorf,Düsseldorf Städte,Kreisfreie Städte
Campingplatz Fischer Wahlscheid UG (haftungsbeschränkt),50.8910882,7.253610000000002,POINT (7.253610000000002 50.8910882),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Camping Hanfbachtal,50.69764,7.361139999999999,POINT (7.361139999999999 50.69764),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Camping Liblarer See,50.8235204,6.833343199999999,POINT (6.833343199999999 50.8235204),Nordrhein-Westfalen,Köln,Rhein-Erft-Kreis,Landkreise
Reisemobilhafen Köln,50.96250999999999,6.986205099999999,POINT (6.986205099999999 50.96250999999999),Nordrhein-Westfalen,Köln,Cologne Städte,Kreisfreie Städte
Campingplatz Lohmar,50.8324577,7.2005383,POINT (7.2005383 50.8324577),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Camping im Sülztal,50.8661852,7.2059666,POINT (7.2059666 50.8661852),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Campingplatz Meigermühle Mobilhafen,50.8629512,7.2115974,POINT (7.2115974 50.8629512),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Campground educational institution Steinbachtalsperre,50.595662,6.833304000000001,POINT (6.833304000000001 50.595662),Nordrhein-Westfalen,Köln,Euskirchen,Landkreise
Helios Familiensportgemeinschaft Köln e.V.,50.9776469,7.285870999999999,POINT (7.285870999999999 50.9776469),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise
Camping Service Bernd Bast,51.038572,6.946351000000001,POINT (6.946351000000001 51.038572),Nordrhein-Westfalen,Köln,Cologne Städte,Kreisfreie Städte
Kölner Camping-Club,50.5442742,6.9077838,POINT (6.9077838 50.5442742),Nordrhein-Westfalen,Köln,Euskirchen,Landkreise
"Campingplatz ""Im Heidchen""",50.91680909999999,7.278429999999998,POINT (7.278429999999998 50.91680909999999),Nordrhein-Westfalen,Köln,Rheinisch-Bergischer Kreis,Landkreise
SiegtalCamping,50.77381889999999,7.323585199999999,POINT (7.323585199999999 50.77381889999999),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
"Campingplatz ""Freizeitwelt"" Siegblick",50.7730805,7.326689999999999,POINT (7.326689999999999 50.7730805),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Campingplatz Happach,50.77128,7.4013601,POINT (7.4013601 50.77128),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Campingplatz Köttinger Mühle,50.6570629,7.3907303,POINT (7.3907303 50.6570629),Rheinland-Pfalz,Koblenz,Neuwied,Landkreise
Lambacher height Verwaltungs-GmbH,51.07427000000001,7.359850000000001,POINT (7.359850000000001 51.07427000000001),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise
Camping Krawinkel,50.84643740000001,7.369436899999998,POINT (7.369436899999998 50.84643740000001),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Campingplatz Dattenfeld,50.80350439999999,7.552495699999998,POINT (7.552495699999998 50.80350439999999),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Campingplatz Asbach,50.66181,7.380129999999999,POINT (7.380129999999999 50.66181),Rheinland-Pfalz,Koblenz,Neuwied,Landkreise
Camping Jillieshof,50.6503997,7.301391699999999,POINT (7.301391699999999 50.6503997),Nordrhein-Westfalen,Köln,Rhein-Sieg,Landkreise
Jugendzeltplatz Astert,50.69451859999999,7.776641,POINT (7.776641 50.69451859999999),Rheinland-Pfalz,Koblenz,Westerwaldkreis,Landkreise
Heidehof Pistor,50.8094454,8.1412696,POINT (8.1412696 50.8094454),Nordrhein-Westfalen,Arnsberg,Siegen-Wittgenstein,Landkreise
Restaurant Haus am blauen See & Naturcampinganlage Kessenhammer,51.0608333,7.8544444,POINT (7.8544444 51.0608333),Nordrhein-Westfalen,Arnsberg,Olpe,Landkreise
Campingplatz Eckmann,51.07837359999999,7.812017900000001,POINT (7.812017900000001 51.07837359999999),Nordrhein-Westfalen,Arnsberg,Märkischer Kreis,Landkreise
Camping Lahrer Herrlichkeit,50.6180331,7.528923399999999,POINT (7.528923399999999 50.6180331),Rheinland-Pfalz,Koblenz,Altenkirchen,Landkreise
Freizeitcamp Aggertalsperre Inh. Björn Rolfs,51.0528914,7.6275127,POINT (7.6275127 51.0528914),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise
Camping In Vogelsang,51.06447590000001,7.670091200000001,POINT (7.670091200000001 51.06447590000001),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise
IGZ Brucher Talsperre,51.0733319,7.561796699999999,POINT (7.561796699999999 51.0733319),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise
Campingclub Marienheide-Stülinghausen 1973 e.V.,51.0763,7.55379,POINT (7.55379 51.0763),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise
Campingplatz Bruchersee,51.0785542,7.552475700000001,POINT (7.552475700000001 51.0785542),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise
Ahretal,51.14699999999999,8.547939999999999,POINT (8.547939999999999 51.14699999999999),Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis,Landkreise
Campingplatz Winterberg,51.1858276,8.5044463,POINT (8.5044463 51.1858276),Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis,Landkreise
Campingpark Hochsauerland,51.1991269,8.523977999999998,POINT (8.523977999999998 51.1991269),Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis,Landkreise
Zum Dammhammer,50.86283359999999,8.6283379,POINT (8.6283379 50.86283359999999),Hessen,Gießen,Marburg-Biedenkopf,Landkreise
Campingpark Braunfels,50.51110000000001,8.38317,POINT (8.38317 50.51110000000001),Hessen,Gießen,Lahn-Dill-Kreis,Landkreise
Gaststätte Anker,50.56483709999999,8.611772499999997,POINT (8.611772499999997 50.56483709999999),Hessen,Gießen,Lahn-Dill-Kreis,Landkreise
Camping Lahnaue,50.800371,8.769119700000001,POINT (8.769119700000001 50.800371),Hessen,Gießen,Marburg-Biedenkopf,Landkreise
Campingplatz Kellerwald,50.996257,9.133086400000002,POINT (9.133086400000002 50.996257),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Camping-Club Kassel e.V.,51.0475983,9.1899351,POINT (9.1899351 51.0475983),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Reisemobilpark Urbachtal,50.87123969999999,9.3483581,POINT (9.3483581 50.87123969999999),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Waldcampingplatz Bad Zwesten,51.04742,9.1899,POINT (9.1899 51.04742),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Camping at the Bringhäuser Bay,51.1796945,8.9936132,POINT (8.9936132 51.1796945),Hessen,Kassel,Waldeck-Frankenberg,Landkreise
Camping terraces Wieseloh,51.18085,8.9954901,POINT (8.9954901 51.18085),Hessen,Kassel,Waldeck-Frankenberg,Landkreise
Campingplatz Pferdekoppel,51.18257999999999,9.01153,POINT (9.01153 51.18257999999999),Hessen,Kassel,Waldeck-Frankenberg,Landkreise
Campingplatz Bettenhagen,51.1871808,9.011261400000002,POINT (9.011261400000002 51.1871808),Hessen,Kassel,Waldeck-Frankenberg,Landkreise
Campground & Edersee ALM,51.18868,9.0093678,POINT (9.0093678 51.18868),Hessen,Kassel,Waldeck-Frankenberg,Landkreise
Campingplatz Wallenstein,50.94980959999999,9.4965785,POINT (9.4965785 50.94980959999999),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Ferienwohnpark Silbersee,50.9786212,9.3413665,POINT (9.3413665 50.9786212),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Campingplatz See Park,50.8132075,9.5142359,POINT (9.5142359 50.8132075),Hessen,Kassel,Hersfeld-Rotenburg,Landkreise
Wohnmobilstellplatz Schenklengsfeld,50.8247298,9.844860100000002,POINT (9.844860100000002 50.8247298),Hessen,Kassel,Hersfeld-Rotenburg,Landkreise
Campingplatz Beiseförth - T. Folli,51.0782822,9.5485562,POINT (9.5485562 51.0782822),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Fuldawiese Campingplatz,51.1522334,9.537989,POINT (9.537989 51.1522334),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Campingplatz Liebenbach Spangenberg,51.11361549999999,9.674261500000002,POINT (9.674261500000002 51.11361549999999),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Camping Fuldaschleife,51.17783099999999,9.477218,POINT (9.477218 51.17783099999999),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Hessencamping,51.0067236,9.472374600000002,POINT (9.472374600000002 51.0067236),Hessen,Kassel,Schwalm-Eder-Kreis,Landkreise
Campingplatz Weißenthalsmühle,51.212081,9.277794,POINT (9.277794 51.212081),Hessen,Kassel,Kassel,Landkreise
"Haus der Jugend ""an den Großen Steinen"" - Kreisjugendring Werra-Meißner e.V.",51.1508502,9.7923965,POINT (9.7923965 51.1508502),Hessen,Kassel,Werra-Meißner-Kreis,Landkreise
Campingpark Eisenach,50.90850799999999,10.3007871,POINT (10.3007871 50.90850799999999),Thüringen,Thüringen,Wartburgkreis,Landkreise
Freizeitcamp Werra,50.9387362,10.0642634,POINT (10.0642634 50.9387362),Thüringen,Thüringen,Wartburgkreis,Landkreise
House Mountain View Ruhla,50.887718,10.37782,POINT (10.37782 50.887718),Thüringen,Thüringen,Wartburgkreis,Landkreise
Camping Altenburschla,51.1504924,10.1729731,POINT (10.1729731 51.1504924),Hessen,Kassel,Werra-Meißner-Kreis,Landkreise
Naturcampingplatz Ebenshausen,51.0874637,10.3215927,POINT (10.3215927 51.0874637),Thüringen,Thüringen,Wartburgkreis,Landkreise
Knaus Campingpark Premium-Stellplätze,51.19175629999999,10.0700377,POINT (10.0700377 51.19175629999999),Hessen,Kassel,Werra-Meißner-Kreis,Landkreise
Adventurepark Thüringen,50.8400648,10.6976681,POINT (10.6976681 50.8400648),Thüringen,Thüringen,Gotha,Landkreise
Campingplatz Wangenheim,51.0193664,10.6022877,POINT (10.6022877 51.0193664),Thüringen,Thüringen,Gotha,Landkreise
Campingplatz am Schwanenteich,51.20011829999999,10.4309446,POINT (10.4309446 51.20011829999999),Thüringen,Thüringen,Unstrut-Hainich,Landkreise
Oberhof Camping Lütschesee,50.73060359999999,10.7552755,POINT (10.7552755 50.73060359999999),Thüringen,Thüringen,Gotha,Landkreise
Pfadfinderzentrum Drei Gleichen e.V.,50.9075074,10.9093968,POINT (10.9093968 50.9075074),Thüringen,Thüringen,Gotha,Landkreise
"Förderverein für aktive, umweltgerechte u. naturnahe Lebensweisen, Meinhard e.V. / ""Werratalsee-Naturcamp-Meinhard""",51.19169040000001,10.095141,POINT (10.095141 51.19169040000001),Hessen,Kassel,Werra-Meißner-Kreis,Landkreise
RENNSTEIG-CARAVANING VALENTINSTEICH,50.8404764,10.5811009,POINT (10.5811009 50.8404764),Thüringen,Thüringen,Gotha,Landkreise
Campingplatz Weißensee,51.2061623,11.0673466,POINT (11.0673466 51.2061623),Thüringen,Thüringen,Sömmerda,Landkreise
Camping Drei Gleichen,50.87501089999999,10.8089724,POINT (10.8089724 50.87501089999999),Thüringen,Thüringen,Gotha,Landkreise
Saalerastplatz,51.0424531,11.6794271,POINT (11.6794271 51.0424531),Thüringen,Thüringen,Saale-Holzland,Landkreise
Thüringer Tannenhof,50.7752083,11.8874211,POINT (11.8874211 50.7752083),Thüringen,Thüringen,Saale-Orla,Landkreise
"Campingplatz Jena ""Unter dem Jenzig""",50.93678449999999,11.6078913,POINT (11.6078913 50.93678449999999),Thüringen,Thüringen,Jena Städte,Kreisfreie Städte
Camping Linkenmühle ***,50.606687,11.611013,POINT (11.611013 50.606687),Thüringen,Thüringen,Saalfeld-Rudolstadt,Landkreise
Bad-Camp Ettersburg GmbH,51.0354736,11.2871489,POINT (11.2871489 51.0354736),Thüringen,Thüringen,Weimarer Land,Landkreise
Ferienwohnungen Gollkowsky,50.7129436,11.3445587,POINT (11.3445587 50.7129436),Thüringen,Thüringen,Saalfeld-Rudolstadt,Landkreise
Campingplatz Mannichswalde,50.8135558,12.296539,POINT (12.296539 50.8135558),Sachsen,Chemnitz,Zwickauer Land,Landkreise
CampingFreundeKober e.V. - Campingplatz Koberbachtalsperre,50.77072069999999,12.3482674,POINT (12.3482674 50.77072069999999),Sachsen,Chemnitz,Zwickauer Land,Landkreise
Erholungspark Mondsee,51.1371026,12.1370637,POINT (12.1370637 51.1371026),Sachsen-Anhalt,Halle,Weißenfels,Landkreise
Lernwerkstatt Zwickau e.V.,50.73658,12.51674,POINT (12.51674 50.73658),Sachsen,Chemnitz,Zwickau Städte,Kreisfreie Städte
Camping Am Auensee,51.1897429,12.0453565,POINT (12.0453565 51.1897429),Sachsen-Anhalt,Halle,Weißenfels,Landkreise
Goldener Löwe / am Taurastein Landhotel,50.9309964,12.8049408,POINT (12.8049408 50.9309964),Sachsen,Chemnitz,Mittweida,Landkreise
"Guest rooms ""to old rest stop""",50.79020999999999,12.74909,POINT (12.74909 50.79020999999999),Sachsen,Chemnitz,Chemnitzer Land,Landkreise
Geflügelhof Arnsdorf,50.9525658,12.7336288,POINT (12.7336288 50.9525658),Sachsen,Chemnitz,Mittweida,Landkreise
Pension Hoheneck Ferienwohnung und Camping,50.7018677,12.7858474,POINT (12.7858474 50.7018677),Sachsen,Chemnitz,Stollberg,Landkreise
Campingplatz „Camping Hain“ am Hainer See,51.1755035,12.4526858,POINT (12.4526858 51.1755035),Sachsen,Leipzig,Leipziger Land,Landkreise
"Campingplatz Mittweidaer Aue, Auenblickstraße",51.0003982,12.9896969,POINT (12.9896969 51.0003982),Sachsen,Chemnitz,Mittweida,Landkreise
Pohlteichschänke,50.6269205,12.5113464,POINT (12.5113464 50.6269205),Sachsen,Chemnitz,Zwickauer Land,Landkreise
Camping Lindenau Inh. Ernst Jugelt,50.5934928,12.5970879,POINT (12.5970879 50.5934928),Sachsen,Chemnitz,Aue-Schwarzenberg,Landkreise
Leisure and Camping Rabenstein,50.8337101,12.813857,POINT (12.813857 50.8337101),Sachsen,Chemnitz,Chemnitzer Land,Landkreise
Campingplatz Kriebstein,51.0371175,13.0096224,POINT (13.0096224 51.0371175),Sachsen,Chemnitz,Mittweida,Landkreise
Waterski & Wakeboard conditioning Rossau,50.98619179999999,13.0778998,POINT (13.0778998 50.98619179999999),Sachsen,Chemnitz,Mittweida,Landkreise
"Badestelle ""Großer Teich""",50.8941323,13.317166,POINT (13.317166 50.8941323),Sachsen,Chemnitz,Freiberg,Landkreise
Campingplatz Ferienpark Thümmlitzsee,51.1916606,12.799376,POINT (12.799376 51.1916606),Sachsen,Leipzig,Muldentalkreis,Landkreise
Waldcamping Erzgebirge Amtsberg,50.76595,13.0134901,POINT (13.0134901 50.76595),Sachsen,Chemnitz,Mittlerer Erzgebirgskreis,Landkreise
Campingplatz Dresden-Mockritz,51.01451549999999,13.7473981,POINT (13.7473981 51.01451549999999),Sachsen,Dresden,Dresden Städte,Kreisfreie Städte
Wasserplatz Pirna,50.96315750000001,13.9256775,POINT (13.9256775 50.96315750000001),Sachsen,Dresden,Sächsische Schweiz,Landkreise
Langner & Freitäger Hotelbetriebs GmbH,51.1715314,13.5176478,POINT (13.5176478 51.1715314),Sachsen,Dresden,Meißen,Landkreise
Familiensport- und FKK - Bund Waldteichfreunde Moritzburg e.V,51.144915,13.721892,POINT (13.721892 51.144915),Sachsen,Dresden,Dresden Städte,Kreisfreie Städte
Camping Bahra,50.8641429,13.9996615,POINT (13.9996615 50.8641429),Sachsen,Dresden,Sächsische Schweiz,Landkreise
Gasthof Obervogelgesang,50.949917,13.9898972,POINT (13.9898972 50.949917),Sachsen,Dresden,Sächsische Schweiz,Landkreise
Camping-Stellplatz Struppen,50.937945,14.013364,POINT (14.013364 50.937945),Sachsen,Dresden,Sächsische Schweiz,Landkreise
Campingplatz Wostra,50.9988889,13.8683333,POINT (13.8683333 50.9988889),Sachsen,Dresden,Dresden Städte,Kreisfreie Städte
Campingplatz und Pension Ostrauer Mühle,50.92933899999999,14.193098,POINT (14.193098 50.92933899999999),Sachsen,Dresden,Sächsische Schweiz,Landkreise
"Campingplatz ""Entenfarm"" Hohnstein",50.97582999999999,14.13744,POINT (14.13744 50.97582999999999),Sachsen,Dresden,Sächsische Schweiz,Landkreise
Camping- & Freizeitpark LuxOase,51.1198543,13.9801975,POINT (13.9801975 51.1198543),Sachsen,Dresden,Kamenz,Landkreise
Trixi Holiday Park,50.8795298,14.6730758,POINT (14.6730758 50.8795298),Sachsen,Dresden,Löbau-Zittau,Landkreise
Volksbadcamp e.V. Ruppersdorf,51.0017947,14.7189764,POINT (14.7189764 51.0017947),Sachsen,Dresden,Löbau-Zittau,Landkreise
Bauernhof und Campingplatz Sell,50.86898249999999,14.6723161,POINT (14.6723161 50.86898249999999),Sachsen,Dresden,Löbau-Zittau,Landkreise
"Engemanns - Fleischerei, Catering, Schlauchbootverleih, Alte Wäscherei",50.95391,14.89495,POINT (14.89495 50.95391),Sachsen,Dresden,Löbau-Zittau,Landkreise
Camping and adventure farm Leubner,51.00522799999999,14.827059,POINT (14.827059 51.00522799999999),Sachsen,Dresden,Löbau-Zittau,Landkreise
Rheincamping Meerbusch Breitbach & Brix GbR,51.3004808,6.7253171,POINT (6.7253171 51.3004808),Nordrhein-Westfalen,Düsseldorf,Rhein-Kreis Neuss,Landkreise
Campingplatz Deichklause,51.37869999999999,6.98943,POINT (6.98943 51.37869999999999),Nordrhein-Westfalen,Düsseldorf,Essen Städte,Kreisfreie Städte
KNAUS Campingpark Essen-Werden,51.3810348,6.992338200000002,POINT (6.992338200000002 51.3810348),Nordrhein-Westfalen,Düsseldorf,Essen Städte,Kreisfreie Städte
Rheinblick on Zonser Grind,51.1552562,6.853455999999999,POINT (6.853455999999999 51.1552562),Nordrhein-Westfalen,Düsseldorf,Rhein-Kreis Neuss,Landkreise
Campingplatz Horster Ruhrbrücke,51.42938999999999,7.098867699999999,POINT (7.098867699999999 51.42938999999999),Nordrhein-Westfalen,Düsseldorf,Essen Städte,Kreisfreie Städte
Campingplatz Rheinblick,51.1206204,6.873415400000001,POINT (6.873415400000001 51.1206204),Nordrhein-Westfalen,Düsseldorf,Mettmann,Landkreise
Reisemobil Stellplatz Kaisergarten,51.4870986,6.8548974,POINT (6.8548974 51.4870986),Nordrhein-Westfalen,Düsseldorf,Oberhausen Städte,Kreisfreie Städte
Wasserfreunde RUHRMŰHLE e.V.,51.4245484,7.1433858,POINT (7.1433858 51.4245484),Nordrhein-Westfalen,Arnsberg,Bochum Städte,Kreisfreie Städte
Campingplatz Ruhrbrücke in Hattingen,51.40601759999999,7.171069900000001,POINT (7.171069900000001 51.40601759999999),Nordrhein-Westfalen,Arnsberg,Ennepe-Ruhr,Landkreise
Camping-Rallyfreunde Essen Friedhelm Nowak,51.46463240000001,7.103697400000001,POINT (7.103697400000001 51.46463240000001),Nordrhein-Westfalen,Düsseldorf,Essen Städte,Kreisfreie Städte
Camping Waldcamping Glüder,51.1339974,7.116536699999999,POINT (7.116536699999999 51.1339974),Nordrhein-Westfalen,Düsseldorf,Solingen Städte,Kreisfreie Städte
CRC-Opladen,51.0920695,7.017771599999999,POINT (7.017771599999999 51.0920695),Nordrhein-Westfalen,Köln,Rheinisch-Bergischer Kreis,Landkreise
"Campingplatz ""An der Kost""",51.41689770000001,7.207936500000001,POINT (7.207936500000001 51.41689770000001),Nordrhein-Westfalen,Arnsberg,Bochum Städte,Kreisfreie Städte
Hans-Peter Steger,51.4189437,7.3494657,POINT (7.3494657 51.4189437),Nordrhein-Westfalen,Arnsberg,Ennepe-Ruhr,Landkreise
Wassersport- u. Campingverein Hagen e.V.,51.3912173,7.40767,POINT (7.40767 51.3912173),Nordrhein-Westfalen,Arnsberg,Hagen Städte,Kreisfreie Städte
Camping bei Braun,51.2898641,7.619453,POINT (7.619453 51.2898641),Nordrhein-Westfalen,Arnsberg,Märkischer Kreis,Landkreise
"Campingplatz Bevertalsperre ""Im Kellerchen""",51.159094,7.387039000000001,POINT (7.387039000000001 51.159094),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise
Campingpark Bever-Talsperre,51.1481825,7.3626885,POINT (7.3626885 51.1481825),Nordrhein-Westfalen,Köln,Oberbergischer Kreis,Landkreise
Campingplatz Obsthof,51.43424,7.7328195,POINT (7.7328195 51.43424),Nordrhein-Westfalen,Arnsberg,Märkischer Kreis,Landkreise
ADAC Campingplatz,51.49048610000001,8.121999700000002,POINT (8.121999700000002 51.49048610000001),Nordrhein-Westfalen,Arnsberg,Soest,Landkreise
Beautiful View,51.30797,7.93997,POINT (7.93997 51.30797),Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis,Landkreise
Familiencamping Sorpesee,51.3390998,7.944162100000001,POINT (7.944162100000001 51.3390998),Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis,Landkreise
Campsite 2 - Family Camping,51.3394512,7.943573899999999,POINT (7.943573899999999 51.3394512),Nordrhein-Westfalen,Arnsberg,Hochsauerlandkreis,Landkreise
